gene,transcript,protein_change,score,pvalue,qvalue,info
C9orf131,ENST00000312292,.,.,1.1811102229352168,0.327652999912,"PROT_RANGE=194-203,342-342,453-453,487-489,751-756,891-896,1014-1015;CLUSTER_MUT_COUNT=5,6,2,3,4,4,3"
MUM1L1,ENST00000337685,.,.,1.0843762823878589,0.354444454766,"PROT_RANGE=77-79,136-149,166-167,211-213,227-235,241-241,282-282,380-385,393-417,550-550,688-688;CLUSTER_MUT_COUNT=3,5,3,3,6,2,2,4,9,2,2"
DOCK7,ENST00000340370,.,.,0.18644555458114218,0.661311638942,"PROT_RANGE=895-895,906-906,1040-1040;CLUSTER_MUT_COUNT=2,2,2"
CHST5,ENST00000336257,.,.,0.5576165538652271,0.5028481529609999,"PROT_RANGE=225-236,307-311,366-375;CLUSTER_MUT_COUNT=6,3,6"
RPA3,ENST00000223129,.,.,0.6774891289002389,0.466578206102,PROT_RANGE=3-3;CLUSTER_MUT_COUNT=2
SNX15,ENST00000377244,.,.,0.22807522086590173,0.625721748197,PROT_RANGE=218-218;CLUSTER_MUT_COUNT=2
TAOK1,ENST00000261716,.,.,0.2385899752550581,0.620297477264,"PROT_RANGE=210-217,840-841;CLUSTER_MUT_COUNT=4,3"
ADRB1,ENST00000369295,.,.,0.6299304954578179,0.483906411409,PROT_RANGE=249-250;CLUSTER_MUT_COUNT=4
PPAPDC3,ENST00000372264,.,.,0.8197345527823346,0.429781016536,"PROT_RANGE=102-102,229-236;CLUSTER_MUT_COUNT=2,4"
DUSP3,ENST00000226004,.,.,1.0587035913827245,0.361930637883,PROT_RANGE=153-158;CLUSTER_MUT_COUNT=4
DLL3,ENST00000205143,.,.,1.557809597226115,0.233181532486,"PROT_RANGE=249-252,260-263,308-308,318-318;CLUSTER_MUT_COUNT=4,3,3,2"
ZZZ3,ENST00000370801,.,.,0.4235500137272414,0.543605544478,"PROT_RANGE=4-10,475-475,697-699;CLUSTER_MUT_COUNT=5,2,4"
WDR11,ENST00000263461,.,.,0.3551724464898239,0.564133564737,"PROT_RANGE=275-275,315-320,471-471,888-888;CLUSTER_MUT_COUNT=2,3,2,2"
ARHGAP11A,ENST00000361627,.,.,1.0296062334081413,0.3694526736680001,"PROT_RANGE=78-82,87-87,124-124,372-372,688-693,747-747,857-857,1008-1008;CLUSTER_MUT_COUNT=3,2,2,2,3,2,2,2"
PNKD,ENST00000273077,.,.,0.5420741772135095,0.507016084345,PROT_RANGE=221-222;CLUSTER_MUT_COUNT=3
PHTF2,ENST00000416283,.,.,0.7911072585938267,0.435974511116,"PROT_RANGE=9-9,351-353,391-399,500-500;CLUSTER_MUT_COUNT=2,3,4,2"
SP110,ENST00000258381,.,.,0.7914785493937768,0.435974511116,"PROT_RANGE=174-174,511-511,593-593,708-712;CLUSTER_MUT_COUNT=2,2,2,3"
RNF214,ENST00000531452,.,.,0.7812114631372823,0.438788086493,"PROT_RANGE=220-220,462-467,585-585,665-665;CLUSTER_MUT_COUNT=2,3,2,2"
ARSF,ENST00000381127,.,.,0.9237334577478528,0.395929347047,"PROT_RANGE=84-84,164-169,179-186,228-228,347-347,381-389,411-411,496-502;CLUSTER_MUT_COUNT=2,4,4,2,2,5,2,4"
TRIM67,ENST00000366653,.,.,0.5181027296922244,0.514964509192,"PROT_RANGE=435-439,560-560,606-606,613-613;CLUSTER_MUT_COUNT=4,3,2,2"
DIO2,ENST00000555750,.,.,1.6361038444565996,0.216790188493,"PROT_RANGE=52-53,61-65,180-184,198-206,257-265,279-284;CLUSTER_MUT_COUNT=3,4,5,4,5,3"
RNF150,ENST00000515673,.,.,1.1105656970372793,0.346798185199,"PROT_RANGE=35-35,176-189,225-225,301-301,350-352;CLUSTER_MUT_COUNT=2,6,2,2,3"
RPS15,ENST00000586686,.,.,1.162105642515309,0.3285003138,PROT_RANGE=144-144;CLUSTER_MUT_COUNT=2
KIAA1211,ENST00000504228,.,.,0.7641782885462096,0.4456804135399999,"PROT_RANGE=61-66,165-169,198-198,415-418,532-536,625-625,640-645,672-680,781-783,910-915,921-930,1101-1107;CLUSTER_MUT_COUNT=3,4,2,3,3,2,4,5,4,5,6,5"
SLC6A1,ENST00000287766,.,.,0.4295832623632826,0.541579052114,"PROT_RANGE=111-118,328-328,575-575;CLUSTER_MUT_COUNT=6,2,2"
DLK1,ENST00000341267,.,.,0.5473032376345337,0.505696443284,"PROT_RANGE=153-153,247-257;CLUSTER_MUT_COUNT=2,8"
USP14,ENST00000261601,.,.,0.22292721258278533,0.628962735344,PROT_RANGE=133-133;CLUSTER_MUT_COUNT=2
NHLRC1,ENST00000340650,.,.,1.041762498482007,0.36586858844,"PROT_RANGE=18-20,31-31,300-305;CLUSTER_MUT_COUNT=7,2,3"
AGTPBP1,ENST00000376083,.,.,0.2895340933391546,0.592841939484,"PROT_RANGE=76-80,621-631,1082-1085;CLUSTER_MUT_COUNT=3,6,3"
DNAJC6,ENST00000371069,.,.,0.7238984727863401,0.456754394888,"PROT_RANGE=152-152,250-250,273-274,282-286,458-460,738-738,844-851;CLUSTER_MUT_COUNT=2,2,3,3,3,2,4"
TRPM8,ENST00000324695,.,.,1.057244688384683,0.362185596209,"PROT_RANGE=78-78,206-206,235-235,366-371,399-399,452-452,558-562,624-624,758-758,873-875,958-967,1012-1017;CLUSTER_MUT_COUNT=2,2,2,3,2,2,3,2,2,3,4,3"
HNRNPU,ENST00000283179,.,.,0.2215099350436876,0.6305983409920001,PROT_RANGE=114-115;CLUSTER_MUT_COUNT=3
ARIH2,ENST00000356401,.,.,0.33034177564061545,0.574631702997,"PROT_RANGE=126-127,293-298;CLUSTER_MUT_COUNT=3,3"
PEA15,ENST00000360472,.,.,1.162105642515309,0.3285003138,PROT_RANGE=45-45;CLUSTER_MUT_COUNT=2
UBE2D3,ENST00000357194,.,.,1.0401963598825004,0.36586858844,"PROT_RANGE=17-17,48-48;CLUSTER_MUT_COUNT=2,2"
CPAMD8,ENST00000443236,.,.,1.0966687423364356,0.350593163585,"PROT_RANGE=191-192,198-213,419-427,568-570,591-602,749-754,779-779,885-886,917-922,959-969,977-985,1046-1051,1146-1152,1158-1166,1171-1171,1270-1274,1389-1391,1583-1585;CLUSTER_MUT_COUNT=3,7,4,7,7,5,3,3,3,6,6,4,4,5,2,3,4,3"
STOX1,ENST00000298596,.,.,0.7778411924795389,0.440031772932,"PROT_RANGE=121-121,141-148,336-336,747-754,796-796;CLUSTER_MUT_COUNT=3,4,2,4,2"
COBL,ENST00000265136,.,.,0.40753053779448406,0.546674939379,"PROT_RANGE=94-94,371-371,612-614,815-826,952-953,991-991,1129-1129;CLUSTER_MUT_COUNT=2,2,3,5,3,2,2"
MARCH9,ENST00000266643,.,.,2.9441759544531685,0.0593249713246999,"PROT_RANGE=233-233,301-304;CLUSTER_MUT_COUNT=2,3"
DGCR14,ENST00000252137,.,.,0.7835861169790592,0.437757647466,"PROT_RANGE=289-293,389-396,438-443;CLUSTER_MUT_COUNT=3,4,5"
MDGA2,ENST00000426342,.,.,1.9240345413388797,0.162366760041,"PROT_RANGE=275-275,309-318,347-349,391-391,402-404,454-454,477-485,505-508,514-517,573-576,644-660,668-679,687-689,711-717,726-726,732-732,740-757,758-775,829-834,845-845,891-898,911-914,951-972,1003-1004,1024-1024;CLUSTER_MUT_COUNT=3,4,3,3,6,2,6,4,5,3,10,5,3,5,2,2,9,11,3,2,4,3,9,3,2"
ZNF35,ENST00000396056,.,.,0.22292721258278533,0.628962735344,PROT_RANGE=261-261;CLUSTER_MUT_COUNT=2
UST,ENST00000367463,.,.,0.250213441111799,0.61391680298,PROT_RANGE=231-234;CLUSTER_MUT_COUNT=3
PLEKHH3,ENST00000591022,.,.,0.28634564308558513,0.594926518499,"PROT_RANGE=473-482,504-504;CLUSTER_MUT_COUNT=5,2"
GPC2,ENST00000292377,.,.,0.7945936039039251,0.435974511116,"PROT_RANGE=25-25,59-60,186-186;CLUSTER_MUT_COUNT=2,3,2"
RPGR,ENST00000378505,.,.,0.14992055051591077,0.7090747078399999,PROT_RANGE=1024-1024;CLUSTER_MUT_COUNT=2
IL15,ENST00000296545,.,.,0.3809567015021657,0.5536959371869999,PROT_RANGE=135-141;CLUSTER_MUT_COUNT=4
RCBTB2,ENST00000344532,.,.,0.8300372952556575,0.425263337456,"PROT_RANGE=76-76,100-100,362-368;CLUSTER_MUT_COUNT=2,3,5"
HGSNAT,ENST00000379644,.,.,0.5723690472069012,0.496491112878,"PROT_RANGE=40-43,286-286;CLUSTER_MUT_COUNT=5,2"
TMEM82,ENST00000375782,.,.,0.9831314133841715,0.384567326951,"PROT_RANGE=268-271,284-292,333-336;CLUSTER_MUT_COUNT=3,4,3"
NKTR,ENST00000232978,.,.,0.41167406861520695,0.546414709849,"PROT_RANGE=38-38,836-836,962-967,1200-1215;CLUSTER_MUT_COUNT=2,5,4,6"
MAP4K5,ENST00000013125,.,.,0.9317385683502164,0.394048152668,"PROT_RANGE=265-265,301-301,356-358;CLUSTER_MUT_COUNT=2,2,4"
CLCNKB,ENST00000375679,.,.,0.39295275894648596,0.551694634999,"PROT_RANGE=140-140,433-438,683-683;CLUSTER_MUT_COUNT=2,3,2"
TRIM38,ENST00000357085,.,.,0.6944697291703349,0.466578206102,"PROT_RANGE=199-199,274-282,362-365;CLUSTER_MUT_COUNT=2,5,3"
ZBTB8OS,ENST00000468695,.,.,0.8493801591162037,0.419923207759,PROT_RANGE=103-110;CLUSTER_MUT_COUNT=4
GAPDHS,ENST00000222286,.,.,0.5349657766582445,0.507016084345,"PROT_RANGE=4-4,324-327;CLUSTER_MUT_COUNT=2,3"
C21orf58,ENST00000291691,.,.,0.572295955011506,0.496491112878,PROT_RANGE=180-180;CLUSTER_MUT_COUNT=3
CDC6,ENST00000209728,.,.,0.6653903727511671,0.471568793511,"PROT_RANGE=213-218,254-254,341-341,553-554;CLUSTER_MUT_COUNT=3,2,2,3"
LY6D,ENST00000301263,.,.,1.1103055153547419,0.346798185199,PROT_RANGE=62-64;CLUSTER_MUT_COUNT=3
GPX8,ENST00000503787,.,.,0.6774891289002389,0.466578206102,PROT_RANGE=104-104;CLUSTER_MUT_COUNT=2
BFSP2,ENST00000302334,.,.,0.629848826888619,0.483906411409,"PROT_RANGE=72-72,112-114,325-325;CLUSTER_MUT_COUNT=2,4,2"
JAZF1,ENST00000283928,.,.,0.35774777988261486,0.561794240277,PROT_RANGE=111-111;CLUSTER_MUT_COUNT=2
FBXO22,ENST00000308275,.,.,0.5152145221474479,0.516220912376,"PROT_RANGE=350-360,367-367;CLUSTER_MUT_COUNT=5,2"
SLC30A9,ENST00000264451,.,.,0.5609876349031951,0.501406115781,"PROT_RANGE=218-218,305-309,536-536;CLUSTER_MUT_COUNT=2,4,2"
TMEM72,ENST00000389583,.,.,0.5453682863176977,0.506600534967,"PROT_RANGE=133-133,161-165;CLUSTER_MUT_COUNT=2,3"
APLP1,ENST00000221891,.,.,0.70310744117199,0.464368846008,"PROT_RANGE=154-159,203-203,229-229,234-245,323-323,549-560;CLUSTER_MUT_COUNT=3,3,2,9,2,7"
CYP39A1,ENST00000275016,.,.,0.21380811691774712,0.635531508549,PROT_RANGE=101-101;CLUSTER_MUT_COUNT=2
BAP1,ENST00000460680,.,.,2.0508966813924037,0.14540052977,"PROT_RANGE=5-17,27-35,40-49,74-78,85-93,156-156,169-170,179-185,194-203,245-253,266-272,277-284,338-340,416-424,453-465,618-632,643-644,711-718;CLUSTER_MUT_COUNT=8,8,8,5,5,2,5,7,6,5,7,6,3,5,9,7,3,5"
PTMA,ENST00000341369,.,.,3.9620623496520944,0.018218017717,PROT_RANGE=112-112;CLUSTER_MUT_COUNT=13
CLK4,ENST00000316308,.,.,0.2398164139601038,0.619000165022,PROT_RANGE=39-39;CLUSTER_MUT_COUNT=2
MYLK4,ENST00000274643,.,.,0.23238235380473604,0.623404441669,PROT_RANGE=168-175;CLUSTER_MUT_COUNT=4
C2orf76,ENST00000409466,.,.,1.74932806974289,0.195077085873,"PROT_RANGE=19-19,61-61;CLUSTER_MUT_COUNT=2,2"
RAB12,ENST00000329286,.,.,0.5933789549786164,0.491066608171,PROT_RANGE=126-131;CLUSTER_MUT_COUNT=3
ALDH6A1,ENST00000553458,.,.,0.5933777318788862,0.491066608171,"PROT_RANGE=231-231,493-496;CLUSTER_MUT_COUNT=2,3"
RSPO1,ENST00000356545,.,.,1.47502835705659,0.245498410973,"PROT_RANGE=82-86,145-145,169-175,236-236;CLUSTER_MUT_COUNT=4,2,4,2"
TMEM119,ENST00000392806,.,.,0.5079284674178217,0.517998556688,PROT_RANGE=196-201;CLUSTER_MUT_COUNT=5
SLC2A4,ENST00000317370,.,.,0.7354901904393477,0.454548587582,"PROT_RANGE=347-349,454-454,471-472;CLUSTER_MUT_COUNT=3,2,3"
FANCD2,ENST00000287647,.,.,0.2928306115491211,0.5905116403499999,"PROT_RANGE=452-452,732-735,1108-1108,1217-1217;CLUSTER_MUT_COUNT=3,4,2,2"
PQLC3,ENST00000295083,.,.,0.4736595670484326,0.5273006731009999,PROT_RANGE=88-93;CLUSTER_MUT_COUNT=4
HPS5,ENST00000349215,.,.,0.32246297087921943,0.5773939064729999,"PROT_RANGE=34-34,366-373;CLUSTER_MUT_COUNT=2,4"
FUT7,ENST00000314412,.,.,0.7454069406695153,0.450671158572,PROT_RANGE=160-163;CLUSTER_MUT_COUNT=3
REV1,ENST00000258428,.,.,0.3102978684157149,0.582292273576,"PROT_RANGE=146-152,284-284,1079-1090;CLUSTER_MUT_COUNT=4,2,5"
GFM1,ENST00000486715,.,.,0.35049336757001875,0.566986293359,"PROT_RANGE=164-164,548-552;CLUSTER_MUT_COUNT=2,4"
KCNJ4,ENST00000303592,.,.,1.8657912408715185,0.172178820686,"PROT_RANGE=64-65,95-96,162-164,191-195,205-205,384-397,419-419,425-427;CLUSTER_MUT_COUNT=3,3,3,4,2,5,2,3"
TSC2,ENST00000219476,.,.,0.31865534558598574,0.578927780468,"PROT_RANGE=30-35,386-386,878-878,901-904,1029-1029,1426-1431;CLUSTER_MUT_COUNT=4,2,2,3,2,3"
CYLD,ENST00000427738,.,.,0.5114269712391118,0.516927099728,"PROT_RANGE=371-371,388-390,575-575,727-727;CLUSTER_MUT_COUNT=3,3,2,3"
MKRN1,ENST00000255977,.,.,0.26217607215371685,0.604709253782,PROT_RANGE=399-401;CLUSTER_MUT_COUNT=3
HAUS1,ENST00000282058,.,.,0.2815259074454033,0.59572115597,PROT_RANGE=87-87;CLUSTER_MUT_COUNT=2
UPF1,ENST00000262803,.,.,0.5354754919827308,0.507016084345,"PROT_RANGE=4-4,182-182,385-396,591-602,697-697;CLUSTER_MUT_COUNT=2,2,7,5,2"
CDHR5,ENST00000358353,.,.,0.7715693084935259,0.44301027626,"PROT_RANGE=72-75,206-209,402-411,673-673,824-824;CLUSTER_MUT_COUNT=4,3,4,2,3"
TBX5,ENST00000310346,.,.,1.2827841413083052,0.297522659623,"PROT_RANGE=13-19,69-69,130-134,142-147,154-166,186-189,347-355,365-383,434-434,504-507;CLUSTER_MUT_COUNT=4,2,4,5,6,3,5,10,2,4"
SLC10A4,ENST00000273861,.,.,0.2539641737942646,0.610070058748,PROT_RANGE=253-253;CLUSTER_MUT_COUNT=2
C2orf42,ENST00000264434,.,.,0.3941036353297722,0.55168640029,"PROT_RANGE=342-342,410-410;CLUSTER_MUT_COUNT=2,2"
C2orf88,ENST00000340623,.,.,0.9402987085552863,0.39062456522,PROT_RANGE=13-13;CLUSTER_MUT_COUNT=2
PIGM,ENST00000368090,.,.,0.2815259074454033,0.59572115597,PROT_RANGE=76-76;CLUSTER_MUT_COUNT=2
PERP,ENST00000421351,.,.,0.4415105586550823,0.535040097857,PROT_RANGE=192-192;CLUSTER_MUT_COUNT=2
FAM122B,ENST00000343004,.,.,0.912480880014585,0.398578029816,PROT_RANGE=134-144;CLUSTER_MUT_COUNT=5
TIMP4,ENST00000287814,.,.,0.3379467619093884,0.569005380156,PROT_RANGE=44-44;CLUSTER_MUT_COUNT=2
WSCD1,ENST00000574946,.,.,0.9702155271194373,0.389239677269,"PROT_RANGE=13-13,178-178,401-403,434-434,475-475,547-547;CLUSTER_MUT_COUNT=2,2,3,2,2,2"
TRIM68,ENST00000300747,.,.,0.3941036353297722,0.55168640029,"PROT_RANGE=140-140,357-357;CLUSTER_MUT_COUNT=2,2"
GNPTAB,ENST00000299314,.,.,0.7004236009351665,0.464368846008,"PROT_RANGE=175-175,667-668,872-872,1075-1081,1197-1198,1229-1231;CLUSTER_MUT_COUNT=2,3,2,4,3,3"
PFDN5,ENST00000551018,.,.,0.9402987085552863,0.39062456522,PROT_RANGE=12-12;CLUSTER_MUT_COUNT=3
TMEM140,ENST00000275767,.,.,0.49344349507486157,0.52225520876,PROT_RANGE=176-179;CLUSTER_MUT_COUNT=3
MAP3K10,ENST00000253055,.,.,0.8708213486245265,0.413005103629,"PROT_RANGE=180-180,188-194,315-315,481-481,515-517;CLUSTER_MUT_COUNT=2,4,2,2,4"
STYK1,ENST00000075503,.,.,0.5485645790720346,0.5051938730409999,"PROT_RANGE=89-95,269-279,397-412;CLUSTER_MUT_COUNT=4,5,6"
GINS2,ENST00000253462,.,.,1.6092629170703834,0.222522238443,PROT_RANGE=59-64;CLUSTER_MUT_COUNT=4
KCNH8,ENST00000328405,.,.,1.4551635823599711,0.251929349475,"PROT_RANGE=33-34,56-58,166-167,293-293,323-324,334-334,340-340,371-374,414-418,525-525,577-580,690-695,722-726,733-738,777-780,807-808,834-835,885-891,915-920,941-941;CLUSTER_MUT_COUNT=3,5,3,2,3,2,2,3,5,2,3,3,6,4,3,3,3,4,4,2"
GOPC,ENST00000368498,.,.,0.9994868094462505,0.379394496916,"PROT_RANGE=182-182,248-250,328-328;CLUSTER_MUT_COUNT=2,3,2"
BPNT1,ENST00000469520,.,.,0.6993712452930234,0.464368846008,"PROT_RANGE=10-20,185-185;CLUSTER_MUT_COUNT=5,2"
API5,ENST00000531273,.,.,0.38095385393318687,0.5536959371869999,"PROT_RANGE=229-229,518-518;CLUSTER_MUT_COUNT=2,2"
MLLT1,ENST00000252674,.,.,1.4366671162920883,0.257783913726,"PROT_RANGE=26-26,114-115,140-147;CLUSTER_MUT_COUNT=2,7,4"
TMEM215,ENST00000342743,.,.,0.5933789549786164,0.491066608171,"PROT_RANGE=168-173,188-193;CLUSTER_MUT_COUNT=3,3"
EZH2,ENST00000320356,.,.,0.4606219947901182,0.5316707051389999,"PROT_RANGE=4-6,452-452,644-646;CLUSTER_MUT_COUNT=3,2,4"
AQP4,ENST00000383168,.,.,0.22292721258278533,0.628962735344,PROT_RANGE=4-4;CLUSTER_MUT_COUNT=2
PLOD1,ENST00000196061,.,.,0.4717527262031089,0.528393770993,"PROT_RANGE=180-180,216-218,609-609;CLUSTER_MUT_COUNT=2,3,2"
HNRNPH2,ENST00000316594,.,.,0.572295955011506,0.496491112878,"PROT_RANGE=20-20,344-344,421-421;CLUSTER_MUT_COUNT=2,2,2"
PTPN23,ENST00000265562,.,.,0.41087691746744,0.546414709849,"PROT_RANGE=719-719,743-748,1070-1070,1302-1302;CLUSTER_MUT_COUNT=2,3,2,2"
HBP1,ENST00000222574,.,.,0.4645162694100936,0.530202598288,"PROT_RANGE=158-159,336-347;CLUSTER_MUT_COUNT=3,5"
CASR,ENST00000498619,.,.,0.8230568686422692,0.428076910511,"PROT_RANGE=39-43,227-227,392-393,567-567,579-582,613-620,710-711,846-846,861-861,892-906,917-923,931-931,1066-1076;CLUSTER_MUT_COUNT=3,2,5,2,5,5,3,2,2,12,4,3,4"
CYP4F12,ENST00000550308,.,.,1.38408817064139,0.27041782382,"PROT_RANGE=55-57,81-84,118-126,152-152,168-169,216-216,274-289,477-483,507-515;CLUSTER_MUT_COUNT=3,3,4,3,3,2,7,4,6"
TMEM108,ENST00000321871,.,.,0.3543490854347061,0.564476289508,"PROT_RANGE=200-200,206-211,535-535;CLUSTER_MUT_COUNT=2,3,2"
SLC1A2,ENST00000278379,.,.,0.4108800606990564,0.546414709849,"PROT_RANGE=376-376,382-396;CLUSTER_MUT_COUNT=2,8"
TAB3,ENST00000378933,.,.,0.17872860400759347,0.66956677575,PROT_RANGE=569-571;CLUSTER_MUT_COUNT=4
CLDN6,ENST00000396925,.,.,0.5678395928818781,0.499198120648,"PROT_RANGE=109-118,140-145;CLUSTER_MUT_COUNT=5,4"
SLC44A2,ENST00000335757,.,.,0.45409043989867603,0.53417987017,"PROT_RANGE=254-255,477-482,671-688;CLUSTER_MUT_COUNT=3,4,8"
PDCD5,ENST00000590247,.,.,3.650435674905496,0.0249035619089,"PROT_RANGE=81-89,97-97,122-122;CLUSTER_MUT_COUNT=4,2,2"
UNC13D,ENST00000207549,.,.,0.34837038826598216,0.568200801528,"PROT_RANGE=263-263,570-570,610-610,1017-1021;CLUSTER_MUT_COUNT=2,2,2,3"
KIAA1257,ENST00000265068,.,.,1.0527481963300638,0.363520981727,"PROT_RANGE=124-127,231-236,261-262,270-270,343-343;CLUSTER_MUT_COUNT=4,3,3,2,2"
AARS,ENST00000261772,.,.,0.32147445331729024,0.5773939064729999,"PROT_RANGE=390-394,711-711;CLUSTER_MUT_COUNT=4,2"
SPATA17,ENST00000366933,.,.,1.8049114932110717,0.181969958627,"PROT_RANGE=10-10,80-92,103-108,125-129,142-148,204-209,247-247,254-254,316-322;CLUSTER_MUT_COUNT=2,6,4,3,4,4,2,2,4"
INPP5D,ENST00000359570,.,.,1.1285840438561998,0.34016511819,"PROT_RANGE=30-31,89-89,142-144,373-374,611-615,662-664,770-770,917-917,940-940,986-991,1015-1015;CLUSTER_MUT_COUNT=3,2,4,3,4,4,2,2,2,3,3"
AIP,ENST00000279146,.,.,0.4259862413161254,0.543075368711,PROT_RANGE=83-86;CLUSTER_MUT_COUNT=3
RORB,ENST00000376896,.,.,1.0525023508887246,0.363520981727,"PROT_RANGE=32-32,99-102,146-164,306-309,322-322,386-391;CLUSTER_MUT_COUNT=2,3,8,4,2,3"
APBA3,ENST00000316757,.,.,0.38586696641013,0.5536959371869999,PROT_RANGE=151-159;CLUSTER_MUT_COUNT=4
ETF1,ENST00000360541,.,.,0.5453682863176977,0.506600534967,"PROT_RANGE=17-17,361-365;CLUSTER_MUT_COUNT=2,3"
CTGF,ENST00000367976,.,.,0.30603456362174264,0.582292273576,PROT_RANGE=317-317;CLUSTER_MUT_COUNT=2
HAS3,ENST00000306560,.,.,0.3688752675405551,0.560426643636,"PROT_RANGE=93-93,330-330;CLUSTER_MUT_COUNT=2,2"
LPGAT1,ENST00000366997,.,.,0.4171475839832042,0.546384891237,PROT_RANGE=151-156;CLUSTER_MUT_COUNT=4
IFT122,ENST00000296266,.,.,0.639239330770138,0.480185780942,"PROT_RANGE=19-26,451-451,525-525,669-672,815-819,1283-1284;CLUSTER_MUT_COUNT=4,2,2,3,4,4"
TYROBP,ENST00000262629,.,.,1.3648931220399207,0.276263544966,PROT_RANGE=70-83;CLUSTER_MUT_COUNT=7
SEPP1,ENST00000514985,.,.,0.5623604381510019,0.501199994116,"PROT_RANGE=90-97,112-112,346-346;CLUSTER_MUT_COUNT=4,2,2"
WDR41,ENST00000296679,.,.,0.4210871887744994,0.544899271279,PROT_RANGE=239-243;CLUSTER_MUT_COUNT=4
NEDD4L,ENST00000400345,.,.,0.6034974603592704,0.491066608171,"PROT_RANGE=154-154,315-315,405-409,442-443,958-962;CLUSTER_MUT_COUNT=2,2,3,3,3"
BRPF3,ENST00000357641,.,.,0.4581124141796328,0.532930674448,"PROT_RANGE=18-19,320-320,530-530,624-624,852-854;CLUSTER_MUT_COUNT=3,2,2,2,3"
KCNIP4,ENST00000382152,.,.,1.465579327873187,0.248841754217,"PROT_RANGE=81-97,150-154,190-190;CLUSTER_MUT_COUNT=10,4,4"
AHSG,ENST00000411641,.,.,1.3786143022792476,0.272464683598,"PROT_RANGE=3-5,10-12,143-148,274-285,304-306;CLUSTER_MUT_COUNT=3,3,4,8,3"
NSUN7,ENST00000381782,.,.,0.5829666807321838,0.494037403477,"PROT_RANGE=68-68,176-176,249-255;CLUSTER_MUT_COUNT=3,2,5"
CCDC112,ENST00000379611,.,.,0.2713097061765948,0.599316450835,PROT_RANGE=72-72;CLUSTER_MUT_COUNT=2
TSSK3,ENST00000373534,.,.,1.4435093615283745,0.255914544516,"PROT_RANGE=116-117,187-189;CLUSTER_MUT_COUNT=3,3"
ZNF239,ENST00000306006,.,.,0.6498486686672273,0.476511086489,"PROT_RANGE=16-20,28-28,196-196,315-320;CLUSTER_MUT_COUNT=4,2,2,3"
ITSN2,ENST00000355123,.,.,0.4545478470024049,0.53417987017,"PROT_RANGE=281-281,344-344,436-446,787-790,1016-1016,1223-1240,1426-1426;CLUSTER_MUT_COUNT=2,2,5,4,2,7,2"
SCN4A,ENST00000435607,.,.,0.3210989729273273,0.5773939064729999,"PROT_RANGE=456-456,508-513,675-677,704-711,1414-1414,1448-1454,1798-1798;CLUSTER_MUT_COUNT=2,3,3,4,2,5,2"
GLA,ENST00000218516,.,.,0.5134479109094072,0.516252113074,"PROT_RANGE=298-304,318-318;CLUSTER_MUT_COUNT=5,2"
GATSL3,ENST00000407689,.,.,0.4084648900739978,0.546414709849,PROT_RANGE=86-86;CLUSTER_MUT_COUNT=2
CARKD,ENST00000309957,.,.,0.5615503194333697,0.501199994116,"PROT_RANGE=311-311,354-354;CLUSTER_MUT_COUNT=2,2"
MELK,ENST00000298048,.,.,0.4868335419643428,0.523051269789,"PROT_RANGE=237-239,280-280;CLUSTER_MUT_COUNT=3,2"
CNOT6,ENST00000393356,.,.,0.2548360021551707,0.610070058748,PROT_RANGE=485-489;CLUSTER_MUT_COUNT=3
FABP3,ENST00000373713,.,.,0.9402987085552863,0.39062456522,PROT_RANGE=35-35;CLUSTER_MUT_COUNT=2
ATG4B,ENST00000404914,.,.,0.35774777988261486,0.561794240277,PROT_RANGE=82-82;CLUSTER_MUT_COUNT=2
MYOM1,ENST00000356443,.,.,0.757059222065559,0.448768163566,"PROT_RANGE=63-80,246-246,292-292,300-307,585-585,706-713,947-947,1116-1116,1174-1187,1243-1245,1258-1261,1615-1617;CLUSTER_MUT_COUNT=9,2,2,6,2,4,2,2,7,3,3,4"
INO80D,ENST00000403263,.,.,0.30603456362174264,0.582292273576,"PROT_RANGE=223-223,639-639,737-737;CLUSTER_MUT_COUNT=2,2,2"
CDC42EP4,ENST00000335793,.,.,0.9655373730404121,0.390184390419,"PROT_RANGE=84-84,291-297,315-315;CLUSTER_MUT_COUNT=2,5,2"
UCHL1,ENST00000284440,.,.,0.6774891289002389,0.466578206102,PROT_RANGE=161-161;CLUSTER_MUT_COUNT=3
CD109,ENST00000287097,.,.,0.46780732734933195,0.528653751213,"PROT_RANGE=149-149,374-376,683-683,718-718,1089-1090,1208-1210,1286-1289;CLUSTER_MUT_COUNT=2,3,2,2,3,3,3"
ZNF114,ENST00000595607,.,.,0.46112330445585614,0.5316707051389999,PROT_RANGE=232-236;CLUSTER_MUT_COUNT=5
ZC3H4,ENST00000253048,.,.,0.5103353035624046,0.51758934001,"PROT_RANGE=763-763,798-798,831-833,846-848,920-920,997-998;CLUSTER_MUT_COUNT=2,2,3,3,2,3"
DLGAP3,ENST00000373347,.,.,0.626886451395282,0.485072314587,"PROT_RANGE=213-215,222-227,377-377,390-395,403-411,681-681,783-795;CLUSTER_MUT_COUNT=4,4,2,5,4,2,6"
KIF3C,ENST00000264712,.,.,0.9867575593262432,0.3835695715470001,"PROT_RANGE=216-220,332-332,422-422,571-572,702-702,741-741,769-769;CLUSTER_MUT_COUNT=3,2,2,3,2,2,2"
GCDH,ENST00000222214,.,.,0.6535539432881798,0.474886711997,"PROT_RANGE=112-117,389-391;CLUSTER_MUT_COUNT=3,3"
